2017  5 25  31
2017  5 26  25
2017  5 27  24
2017  5 28  21
2017  5 29  14
2017  5 30   0
2017  5 31   0
2017  6  1  15
2017  6  2  23
2017  6  3  24
2017  6  4  25
2017  6  5  34
2017  6  6  24
2017  6  7  14
2017  6  8  14
2017  6  9   0
2017  6 10   0
2017  6 11   0
2017  6 12   0
2017  6 13  11
2017  6 14  11
2017  6 15  31
2017  6 16  30
2017  6 17  30
2017  6 18  29
2017  6 19  27
2017  6 20  31
2017  6 21  35
2017  6 22  24
2017  6 23  23
2017  6 24  25
2017  6 25  18
2017  6 26  21
2017  6 27  19
2017  6 28  16
2017  6 29  12
2017  6 30  11
2017  7  1  23
2017  7  2  13
2017  7  3   0
2017  7  4   0
2017  7  5   7
2017  7  6  16
2017  7  7  26
2017  7  8  31
2017  7  9  43
2017  7 10  45
2017  7 11  38
2017  7 12  61
2017  7 13  59
2017  7 14  52
2017  7 15  33
2017  7 16  21
2017  7 17  22
2017  7 18   0
2017  7 19   0
2017  7 20   0
2017  7 21   0
2017  7 22   0
2017  7 23   0
2017  7 24   0
2017  7 25  12
2017  7 26  12
2017  7 27   0
2017  7 28  11
2017  7 29  12
2017  7 30  15
2017  7 31   0
2017  8  1  13
2017  8  2  13
2017  8  3  13
2017  8  4  14
2017  8  5  13
2017  8  6  13
2017  8  7  12
2017  8  8  13
2017  8  9  12
2017  8 10  14
2017  8 11  12
2017  8 12  13
2017  8 13  12
2017  8 14  13
2017  8 15  22
2017  8 16  33
2017  8 17  45
2017  8 18  45
2017  8 19  50
2017  8 20  60
2017  8 21  63
2017  8 22  63
2017  8 23  69
2017  8 24  54
2017  8 25  53
2017  8 26  48
2017  8 27  38
2017  8 28  23
2017  8 29  40
2017  8 30  51
2017  8 31  73
2017  9  1  59
2017  9  2  56
2017  9  3 105
2017  9  4 112
2017  9  5 119
2017  9  6 100
2017  9  7  97
2017  9  8  88
2017  9  9  62
2017  9 10  40
2017  9 11  29
2017  9 12  11
2017  9 13  23
2017  9 14  12
2017  9 15  12
2017  9 16  13
2017  9 17  14
2017  9 18  13
2017  9 19  11
2017  9 20  21
2017  9 21  22
2017  9 22  21
2017  9 23  12
2017  9 24  23
2017  9 25  36
2017  9 26  39
2017  9 27  37
2017  9 28  42
2017  9 29  42
2017  9 30  40
2017 10  1  35
2017 10  2  25
2017 10  3  24
2017 10  4  27
2017 10  5  26
2017 10  6  23
2017 10  7  11
2017 10  8  11
2017 10  9   0
2017 10 10   0
2017 10 11   0
2017 10 12   0
2017 10 13   0
2017 10 14  11
2017 10 15   0
2017 10 16   0
2017 10 17   0
2017 10 18   0
2017 10 19   0
2017 10 20   0
2017 10 21  11
2017 10 22  11
2017 10 23  23
2017 10 24  23
2017 10 25  23
2017 10 26  23
2017 10 27  23
2017 10 28  24
2017 10 29  23
2017 10 30  21
2017 10 31  11
2017 11  1   0
2017 11  2   0
2017 11  3   0
2017 11  4   0
2017 11  5   0
2017 11  6   0
2017 11  7   0
2017 11  8   0
2017 11  9   0
2017 11 10   0
2017 11 11   0
2017 11 12   0
2017 11 13   0
2017 11 14  13
2017 11 15  15
2017 11 16  16
2017 11 17  25
2017 11 18  15
2017 11 19   0
2017 11 20   0
2017 11 21   0
2017 11 22   0
2017 11 23   0
2017 11 24   0
2017 11 25  15
2017 11 26  17
2017 11 27  16
2017 11 28  15
2017 11 29  13
2017 11 30  11
2017 12  1   0
2017 12  2   0
2017 12  3   0
2017 12  4   0
2017 12  5   0
2017 12  6  13
2017 12  7  11
2017 12  8   0
2017 12  9   0
2017 12 10  11
2017 12 11  13
2017 12 12  13
2017 12 13   0
2017 12 14   0
2017 12 15   0
2017 12 16   0
2017 12 17   0
2017 12 18   0
2017 12 19  11
2017 12 20  16
2017 12 21  19
2017 12 22  25
2017 12 23  26
2017 12 24  29
2017 12 25  24
2017 12 26  16
2017 12 27  13
2017 12 28   0
2017 12 29   0
2017 12 30   0
2017 12 31  13
2018  1  1   0
2018  1  2   0
2018  1  3   0
2018  1  4  13
2018  1  5  11
2018  1  6  11
2018  1  7  12
2018  1  8  13
2018  1  9  16
2018  1 10  20
2018  1 11  12
2018  1 12   0
2018  1 13   0
2018  1 14  12
2018  1 15  13
2018  1 16  15
2018  1 17  16
2018  1 18  12
2018  1 19  12
2018  1 20   0
2018  1 21   0
2018  1 22   0
2018  1 23   0
2018  1 24   0
2018  1 25   0
2018  1 26   0
2018  1 27   0
2018  1 28   0
2018  1 29   0
2018  1 30  11
2018  1 31  12
2018  2  1   0
2018  2  2   0
2018  2  3   0
2018  2  4  11
2018  2  5  13
2018  2  6  16
2018  2  7  20
2018  2  8  22
2018  2  9  25
2018  2 10  25
2018  2 11  28
2018  2 12  25
2018  2 13  23
2018  2 14  20
2018  2 15  16
2018  2 16  12
2018  2 17   0
2018  2 18   0
2018  2 19   0
2018  2 20   0
2018  2 21   0
2018  2 22   0
2018  2 23   0
2018  2 24   0
2018  2 25   0
2018  2 26  16
2018  2 27  15
2018  2 28  12
2018  3  1  12
2018  3  2  11
2018  3  3   0
2018  3  4   0
2018  3  5   0
2018  3  6   0
2018  3  7   0
2018  3  8   0
2018  3  9   0
2018  3 10   0
2018  3 11   0
2018  3 12   0
2018  3 13   0
2018  3 14   0
2018  3 15   0
2018  3 16   0
2018  3 17  14
2018  3 18  14
2018  3 19   0
2018  3 20   0
2018  3 21   0
2018  3 22   0
2018  3 23   0
2018  3 24   0
2018  3 25   0
2018  3 26   0
2018  3 27   0
2018  3 28   0
2018  3 29   0
2018  3 30  12
2018  3 31  13
2018  4  1  11
2018  4  2   0
2018  4  3   0
2018  4  4   0
2018  4  5   0
2018  4  6   0
2018  4  7   0
2018  4  8   0
2018  4  9   0
2018  4 10  12
2018  4 11   0
2018  4 12  13
2018  4 13  16
2018  4 14  11
2018  4 15  13
2018  4 16  12
2018  4 17  11
2018  4 18   0
2018  4 19  13
2018  4 20  16
2018  4 21  27
2018  4 22  22
2018  4 23  23
2018  4 24  21
2018  4 25  18
2018  4 26  15
2018  4 27  14
2018  4 28   0
2018  4 29   0
2018  4 30   0
2018  5  1   0
2018  5  2   0
2018  5  3   0
2018  5  4  13
2018  5  5  14
2018  5  6  15
2018  5  7  14
2018  5  8  20
2018  5  9  23
2018  5 10  11
2018  5 11  11
2018  5 12  13
2018  5 13  12
2018  5 14   0
2018  5 15   0
2018  5 16   0
2018  5 17   0
2018  5 18   0
2018  5 19   0
2018  5 20   0
2018  5 21  12
2018  5 22  13
2018  5 23  27
2018  5 24  33
2018  5 25  30
2018  5 26  27
2018  5 27  33
2018  5 28  20
2018  5 29  23
2018  5 30  21
2018  5 31  22
2018  6  1  22
2018  6  2  21
2018  6  3  13
2018  6  4   0
2018  6  5   0
2018  6  6  11
2018  6  7  10
2018  6  8   0
2018  6  9   0
2018  6 10   0
2018  6 11   0
2018  6 12  11
2018  6 13  15
2018  6 14  15
2018  6 15  14
2018  6 16  14
2018  6 17  14
2018  6 18  29
2018  6 19  33
2018  6 20  56
2018  6 21  48
2018  6 22  41
2018  6 23  37
2018  6 24  19
2018  6 25  16
2018  6 26  14
2018  6 27  14
2018  6 28   0
2018  6 29   0
2018  6 30   0
2018  7  1   0
2018  7  2   0
2018  7  3   0
2018  7  4   0
2018  7  5   0
2018  7  6   0
2018  7  7   0
2018  7  8   0
2018  7  9   0
2018  7 10   0
2018  7 11   0
2018  7 12   0
2018  7 13  13
2018  7 14  13
2018  7 15  12
2018  7 16   0
2018  7 17   0
2018  7 18   0
2018  7 19   0
2018  7 20   0
2018  7 21  12
2018  7 22   0
2018  7 23   0
2018  7 24   0
2018  7 25   0
2018  7 26   0
2018  7 27   0
2018  7 28   0
2018  7 29   0
2018  7 30   0
2018  7 31   0
2018  8  1  12
2018  8  2  11
2018  8  3   0
2018  8  4   0
2018  8  5   0
2018  8  6   0
2018  8  7   0
2018  8  8   0
2018  8  9   0
2018  8 10   0
2018  8 11   0
2018  8 12   0
2018  8 13   0
2018  8 14  12
2018  8 15  13
2018  8 16  13
2018  8 17  12
2018  8 18  11
2018  8 19  14
2018  8 20  16
2018  8 21  16
2018  8 22  12
2018  8 23  15
2018  8 24  29
2018  8 25  33
2018  8 26  28
2018  8 27  13
2018  8 28  12
2018  8 29   0
2018  8 30   0
2018  8 31   0
2018  9  1   0
2018  9  2   0
2018  9  3   0
2018  9  4   0
2018  9  5   0
2018  9  6   0
2018  9  7   0
2018  9  8  15
2018  9  9  14
2018  9 10  12
2018  9 11  16
2018  9 12  14
2018  9 13   0
2018  9 14   0
2018  9 15   0
2018  9 16   0
2018  9 17  13
2018  9 18   0
2018  9 19   0
2018  9 20   0
2018  9 21   0
2018  9 22   0
2018  9 23   0
2018  9 24   0
2018  9 25   0
2018  9 26   0
2018  9 27   0
2018  9 28   0
2018  9 29   0
2018  9 30  15
2018 10  1  17
2018 10  2  14
2018 10  3  12
2018 10  4  11
2018 10  5   0
2018 10  6   0
2018 10  7   0
2018 10  8   0
2018 10  9   0
2018 10 10   0
2018 10 11   5
2018 10 12  13
2018 10 13  26
2018 10 14  23
2018 10 15  17
2018 10 16   0
2018 10 17  11
2018 10 18   0
2018 10 19   0
2018 10 20   0
2018 10 21   3
2018 10 22   0
2018 10 23   0
2018 10 24   0
2018 10 25   0
2018 10 26   0
2018 10 27   0
2018 10 28   0
2018 10 29   0
2018 10 30   0
2018 10 31   0
